5.6277	9.1555	16.06	3.9403	29.442	107.07	165.07	213.31	52.839	5.9106	2.67	2.5048	96.804	31.927	5.7806	3.1709	138.75	50.762	2.8456	4.0401	16.438	2.6972
5.6765	9.2762	16.039	3.9947	30.158	107.15	165.65	224.44	57.163	6.1128	2.753	2.6249	104.7	32.051	5.8817	3.2618	138.99	50.725	2.9029	4.1055	18.562	2.743
5.2036	8.3481	14.476	3.709	26.978	106.22	151.48	181.93	48.946	5.5505	2.5444	2.3866	90.022	29.464	5.3995	2.9826	127.63	46.639	2.7041	3.7992	15.47	2.5618
5.3133	8.5542	14.781	3.7889	27.592	105.67	153.58	201.35	54.083	5.7102	2.6172	2.4978	97.678	29.598	5.5008	3.1001	127.75	46.761	2.7765	3.8834	17.773	2.6473
4.9105	7.8304	13.565	3.5115	25.011	105.33	141.79	166.49	45.877	5.2503	2.4247	2.291	84.563	27.415	5.0891	2.8636	118.15	43.272	2.5941	3.619	14.97	2.4655
5.0124	8.0138	13.842	3.5928	25.861	105.48	142.68	172.23	50.652	5.4297	2.5013	2.4073	92.352	27.564	5.1964	2.9667	118.4	43.414	2.6645	3.6904	16.759	2.5333
4.6449	7.4014	12.72	3.3519	23.515	104.36	133.5	156.02	43.861	4.976	2.3314	2.2113	79.555	25.649	4.8257	2.7596	110.31	40.516	2.4958	3.455	14.108	2.3735
4.77	7.526	13.068	3.4719	24.375	104.71	133.76	162.68	47.984	5.1904	2.4206	2.3218	87.459	25.783	4.9389	2.8745	110.48	40.628	2.5641	3.5293	16.208	2.4366
4.4314	6.9843	12.017	3.2069	22.158	103.68	126.23	149.52	42.152	4.7438	2.2535	2.129	75.344	24.121	4.5833	2.6331	103.68	37.966	2.406	3.3115	13.443	2.2865
4.549	7.1937	12.349	3.2842	23.117	103.47	125.91	159.16	46.008	4.9371	2.3256	2.251	83.457	24.251	4.6711	2.7384	103.35	38.026	2.4674	3.3781	15.504	2.3633
4.2315	6.6663	11.353	3.0683	20.951	103.09	119.09	139.83	39.536	4.5155	2.1817	2.0596	71.391	22.73	4.3696	2.5198	97.023	35.723	2.3281	3.1821	13.166	2.2144
4.338	6.8079	11.721	3.1686	21.906	103.09	120.68	148.26	43.857	4.7307	2.2491	2.1805	80.033	22.884	4.4733	2.6415	97.114	35.904	2.3932	3.2403	15.181	2.2767
4.0343	6.3579	10.85	2.96	19.902	90.186	114.66	133.83	37.264	4.3395	2.1192	1.9974	68.268	21.544	4.1767	2.4419	91.662	33.841	2.2544	3.0633	12.858	2.1436
4.1508	6.5342	11.177	3.0501	20.914	90.365	115.36	139.54	42.126	4.5435	2.1988	2.1293	76.7	21.669	4.3066	2.5653	92.078	33.911	2.3227	3.2157	14.861	2.2247
3.3639	5.3245	9.2229	2.6391	17.076	66.862	106.89	118.47	32.542	3.7186	1.8802	1.83	59.585	18.458	3.5895	2.163	79.291	28.969	1.9936	2.6842	11.673	1.933
3.471	5.5674	9.5938	2.5987	18.118	68.674	106.92	122.3	37.787	3.9687	1.9477	1.8789	67.868	18.554	3.6877	2.2286	79.373	29.117	2.0622	2.7754	13.658	1.9764
4.2768	6.6962	11.595	3.1309	21.34	43.812	87.056	101.77	35.854	4.5087	2.226	2.5017	65.775	17.406	4.351	3.0285	78.063	28.313	2.5763	3.0871	8.7257	2.4806
4.3914	6.9783	11.951	3.2182	22.072	44	87.333	104.09	39	4.6043	2.3545	2.6124	71.267	17.524	4.464	3.1278	78.159	28.51	2.6525	3.2194	10.099	2.5543
4.0894	6.494	11.178	2.9994	20.425	40.576	80.13	93.957	33.777	4.2507	2.1572	2.3672	62.167	16.138	4.0823	2.8793	72.417	26.159	2.4939	2.9699	8.5341	2.3657
4.2423	6.688	11.383	3.0795	20.828	40.427	80.546	96.876	36.941	4.5324	2.2248	2.4902	67.671	16.248	4.1945	2.9772	72.104	26.276	2.5583	3.0774	9.7762	2.4934
3.9652	6.3149	10.712	2.9272	19.494	37.491	74.794	88.607	31.97	4.0737	2.1014	2.2877	58.677	15.037	3.8666	2.7462	66.948	24.378	2.3766	2.8518	8.0162	2.3554
4.063	6.4739	10.959	3.0008	20.458	37.75	74.88	92.266	35.176	4.2343	2.2644	2.3982	64.376	15.164	3.993	2.8336	67.389	24.503	2.4694	2.94	9.4017	2.408
3.8798	6.1243	10.44	2.857	19.105	35.31	69.347	82.828	30.404	3.9241	2.0591	2.1964	55.989	14.088	3.6783	2.6226	62.535	22.822	2.3302	2.7808	7.8878	2.265
3.9797	6.2519	10.623	2.9319	19.943	35.392	70.241	86.597	33.743	4.0714	2.1929	2.3006	61.392	14.225	3.7975	2.7428	62.905	22.961	2.4037	2.8339	9.1079	2.3253
3.7662	5.9734	10.054	2.787	18.541	32.943	65.418	78.083	29.054	3.7946	2.0191	2.1306	53.593	13.314	3.523	2.5255	58.693	21.468	2.2539	2.6866	7.511	2.1819
3.8959	6.1037	10.366	2.8425	19.054	33.26	65.6	81.787	32.652	3.9309	2.0936	2.2438	59.361	13.431	3.6393	2.6328	58.846	21.581	2.3267	2.7733	8.9241	2.2727
3.6969	5.7779	9.7451	2.7221	17.939	31.232	61.124	73.957	27.808	3.6654	2.0134	2.0415	51.397	12.546	3.365	2.4185	55.267	20.256	2.1999	2.5885	7.3084	2.1206
3.7732	5.9559	10.128	2.8026	18.518	31.34	62.196	77.334	31.146	3.8247	2.059	2.1746	57.259	12.696	3.4869	2.5532	55.398	20.367	2.2654	2.6934	8.685	2.2086
3.6254	5.6427	9.5566	2.6474	17.701	29.391	58.085	69.009	26.722	3.565	1.9461	1.9847	49.474	11.915	3.2307	2.3522	52.226	19.182	2.1432	2.5334	7.2433	2.0856
3.7225	5.7888	9.8189	2.7592	18.09	29.623	58.752	72.953	30.283	3.728	2.0309	2.1235	55.501	12.072	3.3579	2.45	52.435	19.29	2.2107	2.6238	8.5098	2.1598
3.2665	5.2191	8.5609	2.4996	16.295	25.181	50.198	59.467	23.395	3.1736	1.8161	1.8143	43.832	10.061	2.7843	2.0966	43.785	16.295	1.933	2.2976	6.6631	1.9367
3.3891	5.3905	9.184	2.5516	16.381	25.311	50.703	64.721	26.881	3.3465	1.8941	1.8786	50.092	9.8346	2.8772	2.1343	44.481	16.386	2.0115	2.3836	7.9133	1.9606
5.1007	8.2708	14.457	3.5259	26.852	32.092	62.405	72.831	33.521	4.5008	2.4355	2.5194	63.953	12.618	3.9176	3.0262	59.481	21.422	2.4338	2.8172	6.8239	2.4748
4.9537	8.4587	14.699	3.6266	25.705	32.378	62.978	75.358	36.523	4.6527	2.5048	2.6197	68.783	12.723	4.0252	3.128	59.915	21.57	2.6593	2.952	7.6182	2.4253
4.7792	7.8069	13.461	3.3567	24.814	29.677	57.404	68.165	31.628	4.3398	2.2821	2.3893	59.589	11.703	3.6789	2.8636	54.869	19.812	2.4307	2.6813	6.4683	2.4344
4.8834	7.9408	13.742	3.4574	24.215	29.727	57.825	69.218	34.271	4.4373	2.2795	2.491	64.468	11.809	3.7887	2.9847	55.016	19.925	2.4669	2.7278	7.4584	2.4562
4.4035	6.997	12.007	3.2245	21.963	27.532	53.585	63.541	29.373	4.0678	2.238	2.2911	56	10.916	3.4775	2.7193	51.012	18.48	2.2795	2.5836	6.2785	2.2358
4.652	7.4818	12.88	3.3325	24.191	27.824	54.427	66.199	32.519	4.1659	2.3491	2.4025	61.051	11.053	3.6015	2.8502	51.403	18.601	2.3838	2.6635	7.1082	2.3201
4.3176	6.8995	11.918	3.1153	21.882	25.765	50.027	59.526	28.053	3.953	2.1502	2.185	51.895	10.25	3.3318	2.634	47.657	17.314	2.2062	2.4896	6.021	2.1562
4.4474	7.1069	12.211	3.1891	22.802	26.093	50.526	62.304	30.943	4.0691	2.2832	2.3197	58.011	10.366	3.432	2.7394	47.83	17.426	2.296	2.5762	6.9697	2.2761
4.1487	6.3834	11.28	3.0097	19.986	24.236	47.213	55.907	26.649	3.8042	2.1315	2.1518	50.078	9.694	3.1893	2.5291	44.818	16.317	2.1899	2.5028	5.9287	2.133
4.2687	6.7759	11.587	3.0678	21.67	24.467	47.489	58.544	29.66	3.9455	2.2056	2.285	55.244	9.819	3.2965	2.6459	44.968	16.433	2.2641	2.5133	6.8224	2.2597
3.9811	6.2867	10.433	2.9141	19.617	22.799	44.448	52.856	25.39	3.6485	2.0908	2.0458	47.594	9.1607	3.044	2.43	42.267	15.387	2.1232	2.4151	5.6918	2.1068
4.1075	6.2977	11.025	2.9797	20.532	23.175	44.813	55.581	28.32	3.7689	2.1924	2.1808	52.865	9.2948	3.1579	2.5331	42.313	15.52	2.22	2.4986	6.6031	2.1857
3.8306	5.8239	10.233	2.8173	18.696	21.627	41.76	49.623	24.27	3.5231	2.0084	2.0403	44.977	8.7173	2.9413	2.3557	39.914	14.607	2.1071	2.3568	5.6284	2.0763
3.9765	6.2064	10.537	2.9124	19.63	22.04	42.395	53.855	27.367	3.6354	2.0596	2.1341	50.916	8.8598	3.0541	2.4931	40.05	14.719	2.1766	2.4589	6.5711	2.0988
3.3064	5.065	8.7544	2.5732	16.14	18.644	36.328	42.905	20.699	3.0708	1.8524	1.8172	39.563	7.5041	2.5492	2.1116	34.092	12.383	1.942	2.1835	5.3242	1.9375
3.4194	5.2608	9.1112	2.5635	16.968	18.93	37.233	45.19	23.689	3.2372	1.8947	1.904	44.354	7.6373	2.6752	2.1724	34.209	12.534	2.0122	2.2619	6.2528	1.9722
4.1504	6.5962	11.056	3.0327	20.668	25.671	49.051	57.537	29.716	4.0616	2.2078	2.4972	55.261	9.884	3.5315	2.9194	45.841	16.434	2.218	2.441	5.2225	2.0903
4.3073	6.773	11.435	3.1315	21.194	25.831	49.505	59.075	32.406	4.2642	2.3087	2.6111	59.799	9.9668	3.5737	3.0711	46.091	16.665	2.2795	2.5236	6.1199	2.2385
4.1106	6.4491	10.928	3.0062	20.063	23.812	45.643	53.256	28.179	3.8852	2.1922	2.3937	52.147	9.2156	3.3949	2.7416	43.122	15.507	2.1311	2.3111	5.0175	2.0599
4.1798	6.5393	11.218	3.0317	20.64	24.099	46.137	55.325	30.792	4.0084	2.2454	2.5132	56.76	9.3796	3.4938	2.9615	42.982	15.62	2.099	2.4639	5.7107	2.1591
3.9939	6.238	10.393	2.9524	19.573	22.283	42.428	49.714	26.597	3.788	2.0983	2.295	49.725	8.7542	3.1934	2.6774	40.482	14.691	2.0738	2.2894	4.8263	2.1453
